time,p time,p x,p y,x,y,z,,
1719524919,0.246971775,-0.906689011,-1.807591278,-0.34880352,-1.543907642,1.053991079,,81
1719524919,0.237021248,-0.904683666,-1.807348877,-0.367087364,-1.553985596,1.024342656,,82
1719524919,0.225160666,-0.902467011,-1.806984203,-0.384911299,-1.563230157,0.992986917,,83
1719524919,0.216155618,-0.900272492,-1.806613045,-0.402829647,-1.572596788,0.961465538,,84
1719524919,0.206928419,-0.898079518,-1.806283722,-0.420601845,-1.582805037,0.929018855,,85
1719524919,0.197524662,-0.895918874,-1.805940846,-0.438953876,-1.592236996,0.895681083,,86
1719524919,0.187614785,-0.893757539,-1.805541817,-0.457465649,-1.601270795,0.860599756,,87
1719524919,0.177697307,-0.891530853,-1.80510561,-0.474831104,-1.610543013,0.8244344,,88
1719524919,0.167796659,-0.889269606,-1.804716709,-0.491882324,-1.620896459,0.789010108,,89
1719524919,0.157885928,-0.886943275,-1.80429774,-0.508791089,-1.630183935,0.751198888,,90
1719524919,0.147511934,-0.884619779,-1.803817987,-0.527087569,-1.63898015,0.712369502,,91
1719524919,0.138125248,-0.882283958,-1.803366004,-0.543995142,-1.648857474,0.673535705,,92
1719524919,0.128246718,-0.879920828,-1.802947169,-0.560853004,-1.659033656,0.633646488,,93
1719524919,0.118372804,-0.877599844,-1.802484451,-0.579076052,-1.66775775,0.592498064,,94
1719524919,0.108176527,-0.875242091,-1.801994501,-0.596128702,-1.676947474,0.549581647,,95
1719524919,0.098596082,-0.872862216,-1.801526341,-0.612386703,-1.686646104,0.507358253,,96
1719524919,0.08872653,-0.870484835,-1.801064138,-0.629466057,-1.696224928,0.463435471,,97
1719524919,0.078839541,-0.86808773,-1.800574602,-0.646092534,-1.705118656,0.418218791,,98
1719524919,0.06897636,-0.865681873,-1.800090429,-0.662615418,-1.714571476,0.372584045,,99

